Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
06-Jun-25,21686.85,21707.7,21557,21684.4,14540147,2182.45
09-Jun-25,21751.1,21840.95,21694.8,21826.8,17039844,2011.74
10-Jun-25,21886.4,21976.9,21802.2,21948,20963465,2506.69
11-Jun-25,22016.4,22090.85,21962.3,22057.15,25899639,3015.78
12-Jun-25,22124.8,22354.75,21968.75,22036.15,26470500,3706.13
13-Jun-25,21778.35,22008.9,21742.05,21985.15,22003073,2533.94
16-Jun-25,21899.35,22058.6,21840.35,22039.45,18830097,2300.82
17-Jun-25,22029.15,22057.15,21516.95,21622.8,32497876,3539.91
18-Jun-25,21587.15,21724.1,21534.75,21588.4,21143037,2230.68
19-Jun-25,21583.85,21619.3,21394.85,21441.85,20596171,1988.75
20-Jun-25,21443.65,21642.65,21424.75,21613,23491604,3424.58
23-Jun-25,21531.3,21672.7,21460.75,21626.2,15314141,1905.04
24-Jun-25,21728.2,21864.35,21655.75,21672.1,23910537,2269.17
25-Jun-25,21749.8,21832.4,21708.45,21804.8,25027497,2221.71
26-Jun-25,21835.9,21860.8,21665.35,21808.2,29231388,3103.77
27-Jun-25,21850.85,22001,21823.6,21928.6,30629383,4626.95
30-Jun-25,22036.25,22079.1,21934.2,22038.7,25134840,3758.79
01-Jul-25,22097.9,22124.05,21856.2,22041.25,27302768,3765.29
02-Jul-25,22030.4,22176.1,21996.5,22110.8,26349768,3206.01
03-Jul-25,22155.75,22238.35,22103.95,22204.25,26139738,3202.74
04-Jul-25,22261.15,22409.9,22196.65,22384.6,24875568,2938.94
07-Jul-25,22401.55,22418.2,22262.4,22365.05,14104404,1758.97
08-Jul-25,22383.4,22400.15,21987.65,22165.9,20864758,3126.11
09-Jul-25,22109.75,22267.2,22073.15,22208.5,24606308,3342.5
10-Jul-25,22175.95,22198.75,21973.75,22076.8,20160618,3115.64
11-Jul-25,22172.9,22346.8,22124.85,22225.9,33476694,6127.85
14-Jul-25,22166.5,22502.3,22118.65,22410.35,28457906,4294.43
