Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
11-Mar-24,8407.8,8410.25,8235.05,8250.75,139004496,3195.22
12-Mar-24,8256.2,8273.5,8065.3,8108.4,128589529,3146.1
13-Mar-24,8110.85,8121.2,7578.35,7647.4,240645324,6452.54
14-Mar-24,7663.5,7814.4,7591.85,7799.95,238802524,6024.1
15-Mar-24,7802.05,7855.45,7684.85,7802.65,257069731,6189.95
18-Mar-24,7781.6,8015.55,7742.6,7996.9,272579800,5894.76
19-Mar-24,7992.6,8086.15,7877.95,7923.6,201878251,4431.2
20-Mar-24,7957.15,7999.25,7770.9,7860.9,177447605,3569.02
21-Mar-24,7974.45,8069.2,7953.05,8052.75,255904104,5232.26
22-Mar-24,8029.85,8169.45,7983.35,8130.8,179125574,4023.56
26-Mar-24,8109.1,8201.25,8103.7,8161.2,154450944,3961.44
27-Mar-24,8191.3,8219.85,8146.35,8154.95,127929100,3164.07
28-Mar-24,8191.25,8320.9,8173.9,8257.2,156560712,4280.63
01-Apr-24,8343.5,8571.95,8335.3,8562.7,247900604,6125.2
02-Apr-24,8573,8702.35,8527.75,8690.85,289715871,6459.59
03-Apr-24,8678.3,8781.6,8634.45,8691.2,282535417,6458.67
04-Apr-24,8797.3,8813.05,8608.4,8684.45,206416040,5362.5
05-Apr-24,8676.95,8746.75,8578.65,8699.05,163673239,4360.56
08-Apr-24,8789.3,8808.15,8712.2,8794.65,148332999,3921.31
09-Apr-24,8832.9,8985.85,8771.2,8894.4,316119422,8496.84
10-Apr-24,8970.15,9054.95,8949.7,8999.6,335818048,9898.38
12-Apr-24,9017.85,9028.45,8906.15,8951.3,273930890,7903.39
15-Apr-24,8902.3,9060.8,8744.8,8899.7,340710514,9288.05
16-Apr-24,8864.6,8968.25,8800.55,8851.95,172024431,5074.21
18-Apr-24,8916.6,9025.1,8786.1,8824.25,205784602,6216.64
19-Apr-24,8783.8,8923.55,8670.5,8909,201958797,5875.52
22-Apr-24,8995.7,9041.35,8904.15,8931.2,184846181,5459.65
23-Apr-24,8972.7,8972.85,8879.45,8900.45,132526457,3877.01
24-Apr-24,8932.1,9158.4,8920.8,9140.1,338087729,7832.13
25-Apr-24,9135.85,9253.85,9063.5,9242,204307625,5944.99
26-Apr-24,9283.65,9377.1,9212.2,9222.65,263543342,7010.04
29-Apr-24,9320.3,9323.05,9217.7,9268.8,134374392,3740.74
